iter	Logloss
491	0.1369893665
492	0.1368002822
493	0.1365895495
494	0.1363130571
495	0.1362033957
496	0.1360529499
497	0.1358354083
498	0.1356469314
499	0.1354955559
500	0.1352620574
501	0.1347761129
502	0.1345120724
503	0.1343699054
504	0.1341359343
505	0.1339268287
506	0.1335457918
507	0.133301951
508	0.1330618752
509	0.1327362285
510	0.1324802209
511	0.1322562525
512	0.1320898847
513	0.1319826893
514	0.1317363232
515	0.1314548601
516	0.1313240044
517	0.1310537905
518	0.1308894773
519	0.1307563984
520	0.1306061152
521	0.1302044124
522	0.1299913141
523	0.1297158043
524	0.1295522072
525	0.1294369505
526	0.1293360569
527	0.1292810905
528	0.1289900965
529	0.1285912538
530	0.1285345999
531	0.1284242167
532	0.1280946138
533	0.1279663311
534	0.1276969588
535	0.1275925363
536	0.1275404317
537	0.1273048673
538	0.1270025705
539	0.1268110024
540	0.1267266224
541	0.1265501633
542	0.1263168087
543	0.1260867489
544	0.1259396466
545	0.125801393
546	0.1256479013
547	0.1255231104
548	0.125330949
549	0.1250674328
550	0.1249006712
551	0.1246882861
552	0.1245015882
553	0.1242453975
554	0.1240399399
555	0.1239991402
556	0.1236838064
557	0.1233176885
558	0.1231846938
559	0.1230442657
560	0.1227617198
561	0.1225707551
562	0.122420635
563	0.122292259
564	0.122026957
565	0.1218239484
566	0.1213671508
567	0.1211722961
568	0.1209956632
569	0.1207390563
570	0.1203460749
571	0.1201557233
572	0.1199730428
573	0.1198073529
574	0.1196244179
575	0.1194459924
576	0.1191964859
577	0.1191596803
578	0.1188848448
579	0.1187111189
580	0.118457672
581	0.1184181343
582	0.1181873726
583	0.1180544803
584	0.117785565
585	0.1176715925
586	0.1174731096
587	0.1171911906
588	0.11705778
589	0.11686811
590	0.1166388714
591	0.1163789935
592	0.1162529261
593	0.1160797233
594	0.1159513587
595	0.1158503328
596	0.1156129569
597	0.1153845379
598	0.1150650715
599	0.1148557957
600	0.1146443519
601	0.1144636807
602	0.1142340491
603	0.1139681169
604	0.1138124494
605	0.113622418
606	0.1135000833
607	0.1132423338
608	0.113015764
609	0.1127283897
610	0.1125734503
611	0.1122756037
612	0.1121056688
613	0.11195522
614	0.11165127
615	0.1114986442
616	0.1113278818
617	0.1110386515
618	0.1107636191
619	0.1105920006
620	0.1104374374
621	0.1103233112
622	0.1101775459
623	0.1098673696
624	0.1097022871
625	0.1094936327
626	0.1092772873
627	0.1090375099
628	0.1088792419
629	0.1086303318
630	0.1083963796
631	0.1082450006
632	0.1080370734
633	0.1078294172
634	0.1076612594
635	0.1074652383
636	0.1074124312
637	0.1072505573
638	0.1070352605
639	0.106935128
640	0.1068352977
641	0.1066639386
642	0.1065114294
643	0.1064701978
644	0.1062156651
645	0.1060118272
646	0.1058111034
647	0.1055488531
648	0.105288789
649	0.1051424154
650	0.1048153928
651	0.104594538
652	0.104412404
653	0.1042225175
654	0.1040515004
655	0.1038227624
656	0.1037475373
657	0.1035513062
658	0.1033715663
659	0.1032014028
660	0.1030621256
661	0.1028704022
662	0.1027673361
663	0.1025731253
664	0.1025020257
665	0.1023576706
666	0.1022907779
667	0.1021006699
668	0.1018622516
669	0.1016373193
670	0.1015022448
671	0.1012834893
672	0.1011665984
673	0.1010185631
674	0.1008355312
675	0.1007051921
676	0.1005778377
677	0.1004864502
678	0.1003235951
679	0.1002159939
680	0.1001249335
681	0.1000841871
682	0.09984813529
683	0.09965703814
684	0.09960379663
685	0.09948534797
686	0.09929035529
687	0.09904260715
688	0.09891476222
689	0.09887542247
690	0.09870775197
691	0.09857957913
692	0.09850470673
693	0.09842416674
694	0.09815298125
695	0.09798868035
696	0.09787133935
697	0.09770035459
698	0.09744559943
699	0.09738262204
700	0.09729078108
701	0.0970562147
702	0.09697528086
703	0.09691546713
704	0.09680047862
705	0.09655344976
706	0.09643707415
707	0.09626790323
708	0.09609414252
709	0.09596378171
710	0.09585636269
711	0.09570666283
712	0.09554700631
713	0.09538215414
714	0.09516758073
715	0.09503642175
716	0.09490496871
717	0.09475245215
718	0.09459243422
719	0.09443317436
720	0.09432549739
721	0.09419717778
722	0.09397832994
723	0.09392232398
724	0.09388204761
725	0.09377384961
726	0.09359657903
727	0.09343506595
728	0.09329176051
729	0.09323806297
730	0.09299019705
731	0.09287731759
732	0.09260822233
733	0.0923765222
734	0.09218672565
735	0.09202377463
736	0.0919262145
737	0.09177963269
738	0.09165341317
739	0.09154214644
740	0.09148001317
741	0.09143096504
742	0.09126090424
743	0.09116920892
744	0.09111666654
745	0.09092411816
746	0.09060673314
747	0.09057636441
748	0.09044569093
749	0.09027211564
750	0.09017293901
751	0.09005880492
752	0.08993861053
753	0.08988718484
754	0.08974707089
755	0.08953999976
756	0.08940888038
757	0.08937930753
758	0.08924335859
759	0.08913625938
760	0.08903259303
761	0.08898271784
762	0.08885187867
763	0.08861678556
764	0.08847768613
765	0.08834013602
766	0.08824457681
767	0.0881326986
768	0.08794407411
769	0.08784322344
770	0.08771370933
771	0.08758469658
772	0.08748776226
773	0.08743928962
774	0.08734358947
775	0.08716047435
776	0.08698360599
777	0.0869171759
778	0.08690324218
779	0.08674397001
780	0.08665044878
781	0.08662144752
782	0.08640037053
783	0.08628420151
784	0.08614588383
785	0.08603596116
786	0.08594537855
787	0.08586525423
788	0.08575875959
789	0.08562522426
790	0.08553469333
791	0.0854173395
792	0.0853143022
793	0.08519582405
794	0.08513952837
795	0.085046172
796	0.08481670505
797	0.08470079652
798	0.08454310814
799	0.08443180602
800	0.08432708957
801	0.08419062731
802	0.08410924852
803	0.08394885099
804	0.08373501611
805	0.08362424252
806	0.08358307934
807	0.08357042077
808	0.0834631574
809	0.08328941146
810	0.08324891663
811	0.08312940486
812	0.08296225815
813	0.08289635619
814	0.08279793801
815	0.08276540652
816	0.08273917823
817	0.08260480717
818	0.08259600468
819	0.08255241615
820	0.08245188148
821	0.08217848825
822	0.08213409126
823	0.08201836832
824	0.08189427242
825	0.08172301228
826	0.081606757
827	0.08151446079
828	0.08141558706
829	0.08133725268
830	0.08121744935
831	0.08111547264
832	0.08102219703
833	0.0808535282
834	0.08076148155
835	0.08069892381
836	0.08057198539
837	0.08045373431
838	0.08037217093
839	0.08036365121
840	0.08026753744
841	0.08022923885
842	0.08009166694
843	0.07999108712
844	0.07989847375
845	0.07972738854
846	0.07963852024
847	0.07950692009
848	0.07944970873
849	0.07937568609
850	0.07925974025
851	0.07916767102
852	0.07907371763
853	0.0789632594
854	0.07890775712
855	0.0788166569
856	0.07876846634
857	0.07851557838
858	0.07840899765
859	0.07826753099
860	0.07812931811
861	0.07808504035
862	0.07802034678
863	0.07793505926
864	0.0777776393
865	0.07768916097
866	0.07752111535
867	0.0773941232
868	0.07729934418
869	0.07718551006
870	0.07704578786
871	0.07695078585
872	0.07685835163
873	0.07671201555
874	0.07652984789
875	0.07636873098
876	0.07631555668
877	0.07625200631
878	0.07615295932
879	0.07608082502
880	0.07600025338
881	0.07593702048
882	0.07584734113
883	0.07583154055
884	0.07573232481
885	0.07561505327
886	0.0756055554
887	0.07548419855
888	0.07535597088
889	0.07523311746
890	0.07522551053
891	0.07513871605
892	0.07503648323
893	0.07501570015
894	0.07489027316
895	0.07485876616
896	0.07472979767
897	0.07457649557
898	0.07449615643
899	0.07439852781
900	0.07424788797
901	0.07415038956
902	0.07406001836
903	0.07398154627
904	0.07393771413
905	0.07387998412
906	0.07381273108
907	0.07378206255
908	0.07375698738
909	0.0737371407
910	0.07371767039
911	0.07359085065
912	0.07357175169
913	0.07347785209
914	0.07345910347
915	0.07335858396
916	0.07324353192
917	0.07319053141
918	0.07315531584
919	0.07301198342
920	0.07286163658
921	0.07279018034
922	0.07269217978
923	0.0726016535
924	0.07249630044
925	0.07238225528
926	0.07228623417
927	0.0722060427
928	0.07212548701
929	0.07205406932
930	0.07195206888
931	0.0717957377
932	0.07177821053
933	0.07170767087
934	0.07162181896
935	0.07148805348
936	0.07142092408
937	0.07135934585
938	0.07127354025
939	0.07124833259
940	0.07111666897
941	0.07103210296
942	0.07091903305
943	0.07078777902
944	0.07070522742
945	0.07057921953
946	0.07041280105
947	0.07033426587
948	0.07022313073
949	0.07016091469
950	0.07006130608
951	0.06999732544
952	0.0698770354
953	0.06981553801
954	0.06978765352
955	0.0697075151
956	0.06960894079
957	0.06958219372
958	0.06947100166
959	0.06942393978
960	0.069309621
961	0.06919846996
962	0.06915905515
963	0.06895294239
964	0.06887614708
965	0.06880645665
966	0.06869908695
967	0.06862112055
968	0.06851190181
969	0.06842916236
970	0.06835499011
971	0.06825288112
972	0.06821975739
973	0.06816106818
974	0.06810169702
975	0.06802014371
976	0.0679714737
977	0.06795827062
978	0.06792535032
979	0.06790945205
980	0.06787339354
981	0.06778762338
982	0.06765738909
983	0.06762620956
984	0.06754756123
985	0.06753219571
986	0.06745268939
987	0.06738601236
988	0.0673200801
989	0.06725278808
990	0.06711115852
991	0.0670707325
992	0.06704027321
993	0.06693162079
994	0.06682626462
995	0.06677229828
996	0.06671815667
997	0.06665458864
998	0.06663959997
999	0.06660651738
